asin,product_name,seller_name,brand,sales_price,discount_percentage,weight_grams,rating,delivery_type,meta_keywords,amazon_prime__y_or_n,rank,z-score
B07JNFY97J,Johra® 3 in 1 Detachable Anti-Scratch PC Hard Case 360° Full Body Shockproof Protection Back Case Cover Huawei Honor 8X - Black & Black,Johra Accessories,Johra,2.39,80,31.8,4.1,fulfilled_by_amazon,"Johra® 3 in 1 Detachable Anti-Scratch PC Hard Case 360° Full Body Shockproof Protection Back Case Cover Huawei Honor 8X - Black & Black,Johra,GKK_BlackandBlack_Honor_8x",Y,135642,-0.4631117624550082
B01CS2FEUI,Imported Replacement Ear Pads Cushions for ATH ANC7 ATH ANC7b ANC Headphones Black,Kutumbh Enterprises,Generic,9.59,45,31.8,5.0,fulfilled_by_merchant,"Imported Replacement Ear Pads Cushions for ATH ANC7 ATH ANC7b ANC Headphones Black,Generic,E_14012740",N,309164,-0.007546906531784568
B0798V3B5L,GoSale 3.1 Metal Ampere Dual Port Car Charger for Android Phone and Tablets with Micro USB Cable (Random Color),GoSale,GoSale,4.18,77,99.8,5.0,fulfilled_by_merchant,"GoSale 3.1 Metal Ampere Dual Port Car Charger for Android Phone and Tablets with Micro USB Cable (Random Color),GoSale,Car Charger",Y,1017772,-0.34985327744076233
B07FFNDFK2,Kushu Soft Silicone TPU Jelly Crystal Clear Case Soft Transparent Back Case Cover For Samsung Galaxy A8 Plus,Kushu,Kushu,2.03,72,18.1,3.1,fulfilled_by_amazon,"Kushu Soft Silicone TPU Jelly Crystal Clear Case Soft Transparent Back Case Cover For Samsung Galaxy A8 Plus,Anmol",Y,269096,-0.48589000525116943
B082LWX255,Thalaiva Protective Clear View Mirror Smart flip Cover for Oppo Reno 2F (Black),Thalaiva,Thalaiva,4.79,60,249.0,5.0,fulfilled_by_merchant,"Thalaiva Protective Clear View Mirror Smart flip Cover for Oppo Reno 2F (Black),Thalaiva,Oppo Reno 2F",Y,259447,-0.31125681048060033
B07Y1ZG737,ANVIKA Kitty Case Cover for Redmi Note 5 (Soft Silicone Cute Doll Design Doll Hello Kitty Back Cover for Redmi Note 5,ANVIKA FASHION,ANVIKA,3.35,65,299.0,3.5,fulfilled_by_merchant,"ANVIKA Kitty Case Cover for Redmi Note 5 (Soft Silicone Cute Doll Design Doll Hello Kitty Back Cover for Redmi Note 5,ANVIKA,Redmi Note 5",Y,1611326,-0.40236978166524506
B07KT2Q1CH,Spazy Case® Oppo A7 / Oppo A5s Back Case Cover Shock Proof Ring Stand for Oppo A7 / Oppo A5s -Blue,Appario Retail Private Ltd,SPAZY CASE,5.62,61,40.8,4.1,fulfilled_by_amazon,"Spazy Case® Oppo A7 / Oppo A5s Back Case Cover Shock Proof Ring Stand for Oppo A7 / Oppo A5s -Blue,SPAZY CASE,Oppo A7 -707",Y,39329,-0.2587403062561176
B07H1R57BM,YuBingo Soft Silicone Back Case for Lyf Wind 7S | I Love My Papa | Designer UV Printed Mobile Cover | Shockproof | 360 Coverage | Slim | Light,YuBingo,YuBingo,3.32,54,99.8,3.0,fulfilled_by_amazon,"YuBingo Soft Silicone Back Case for Lyf Wind 7S | I Love My Papa | Designer UV Printed Mobile Cover | Shockproof | 360 Coverage | Slim | Light,YuBingo,YB-UV-P0870-LYFWind7s",Y,789616,-0.40426796856492514
B01H1X9YSC,Emartbuy Smart Hard Back Flip Stand Wallet Cover for Samsung Galaxy Tab3 Neo : Size (7-8 Inch) - Beige Vintage Floral,EmartbuyIndia,Emartbuy,7.19,67,99.8,4.0,fulfilled_by_merchant,"Emartbuy Smart Hard Back Flip Stand Wallet Cover for Samsung Galaxy Tab3 Neo : Size (7-8 Inch) - Beige Vintage Floral,Emartbuy,MU557686",Y,122007,-0.1594018585061924
B0126IU2FG,Auto Pearl Silver Shark Fin Signal Receiver Antenna for Swift Model,Cloudtail India,Auto Pearl,7.25,68,499.0,5.0,fulfilled_by_amazon,"Auto Pearl Silver Shark Fin Signal Receiver Antenna for Swift Model,Auto Pearl,Maruti Suzuki Swift New Model",Y,95182,-0.15560548470683225
B07L4HM8W5,Annure Slim Soft Back Cover for Oppo Realme U1 (Black),Annure,Annure,1.79,85,40.8,3.5,fulfilled_by_merchant,"Annure Slim Soft Back Cover for Oppo Realme U1 (Black),Annure,RealmeU1BlackMatte",Y,256675,-0.5010755004486102
B07B6N54FJ,Hello Zone Exclusive Dotted Matte Finish Soft Rubberised Back Case Cover for 10.or E - Black,Appario Retail Private Ltd,HELLO ZONE,2.52,70,49.9,4.0,fulfilled_by_amazon,"Hello Zone Exclusive Dotted Matte Finish Soft Rubberised Back Case Cover for 10.or E - Black,Generic,10.or E",Y,111971,-0.4548862858897278
B078ZK48PH,JMD Slim Matte Finish Rubberized Black Hard Back Case Cover for Gionee F103 Pro,Scrollnsee,JMD,2.75,54,200.0,5.0,fulfilled_by_amazon,"JMD Slim Matte Finish Rubberized Black Hard Back Case Cover for Gionee F103 Pro,JMD,Gionee F103 Pro",Y,163682,-0.44033351965884704
B074CX4DY7,Digitek Tripod Head DVH-005,Appario Retail Private Ltd,Digitek,43.96,1,381.0,2.0,fulfilled_by_amazon,"Digitek Tripod Head DVH-005,IMS Mercantiles Pvt. Ltd.,DVH-005",Y,904278,2.1671425515350484
B0756XF8LL,Speck Products CandyShell Cell Phone Case for iPhone 8/7/6S/6 - Dark Poppy Red/Deep Sea Blue,Expo Associates,Speck,28.69,0,90.7,4.1,fulfilled_by_merchant,"Speck Products CandyShell Cell Phone Case for iPhone 8/7/6S/6 - Dark Poppy Red/Deep Sea Blue,Speculative Product Design, LLC,103161-6581",N,439689,1.200965419597878
B000GTSFPM,Tiffen 86CUVP 86C mm UV Protection Filter (Clear),G. G.,COBRA,57.0,32,45.4,4.3,fulfilled_by_merchant,"Tiffen 86CUVP 86C mm UV Protection Filter (Clear),Tiffen,86CUVP",N,1343807,2.992221123929331
B07N1R87B8,"PIXELARTZ Colorful Theme Styling Doodle DIY Vinyl Stickers for Laptop, Skateboard, Luggage, Snowboard, Refrigerator, Toys, Car, Bikes, Phones, Guitar Multicolor",PIXEL ARTZ,PIXELARTZ,3.59,81,49.9,3.9,fulfilled_by_merchant,"PIXELARTZ Colorful Theme Styling Doodle DIY Vinyl Stickers for Laptop, Skateboard, Luggage, Snowboard, Refrigerator, Toys, Car, Bikes, Phones, Guitar Multicolor,PIXELARTZ,PA-VS-006",Y,16603,-0.3871842864678043
B07KX1MMCZ,Nillkin Case for OnePlus 6T One Plus 6 T (1+6) T Nature Series Back Soft Flexible TPU Grey Color,Daily Shoppers,Nillkin,10.79,18,99.8,5.0,fulfilled_by_amazon,"Nillkin Case for OnePlus 6T One Plus 6 T (1+6) T Nature Series Back Soft Flexible TPU Grey Color,Nillkin,OP6T-67742D",Y,808268,0.06838056945541933
B07C4T6KS7,GoFree Headphone Case - for Large and Over-Sized Head Phones (Size: Large/Carbon Fiber Black),Appario Retail Private Ltd,GoFree,9.97,56,59.0,4.4,fulfilled_by_amazon,"GoFree Headphone Case - for Large and Over-Sized Head Phones (Size: Large/Carbon Fiber Black),GoFree,GF_LG_HeadP_Case",Y,2138,0.01649679419749673
B0831C5FM2,KC Cute Glitter Round Ring Diamond Stand Case Sparkly Transparent Silicon Designer Back Cover for Samsung Galaxy A50 (Purple),Khurana Communication,KC,5.99,29,31.8,4.1,fulfilled_by_merchant,"KC Cute Glitter Round Ring Diamond Stand Case Sparkly Transparent Silicon Designer Back Cover for Samsung Galaxy A50 (Purple),Khurana Communication,Galaxy A50 Round Ring Purple Case",Y,40270,-0.23532933449339635
B07DKDTDBJ,"D-kandy Oppo F3 Plus +, Elegant Series Leather Flip Wallet Case Stand with Card Holder, Magnetic Closure Cover for Oppo F3 Plus + - Coffee Brown",SHIV DURGA ENTERPRISES,D-kandy,8.39,30,77.1,4.0,fulfilled_by_amazon,"D-kandy Oppo F3 Plus +, Elegant Series Leather Flip Wallet Case Stand with Card Holder, Magnetic Closure Cover for Oppo F3 Plus + - Coffee Brown,D-kandy,Oppo F3 Plus +",Y,635430,-0.08347438251898846
B07V49KQ4L,A rtistque Sleek Rubberized Chrome Plating Ring Stand Back Cover Case for One Plus 6T - Black,VM Ventures,A rtistque,4.79,50,99.8,3.6,fulfilled_by_merchant,"A rtistque Sleek Rubberized Chrome Plating Ring Stand Back Cover Case for One Plus 6T - Black,A rtistque,Art -rbc Black -op6t",Y,1203556,-0.31125681048060033
B077XTCFWH,"iBall Musi Oval E9 Multimedia Speaker, Black",COMPUTER GROWTH,iBall,6.96,37,408.0,3.9,fulfilled_by_merchant,"black,iBall Musi Oval E9 Multimedia Speaker, Black,iBall,Musi Oval,iBall speaker,iBall speaker usb,portable speakers,speaker iBall Musi Oval,usb speaker",N,13278,-0.1739546247370732
B07T4PCK3H,Nainz R Word Silicone Designer Printed Back Case Cover for Honor 8X/ Honor 8X,Nainz.,Nainz,2.15,70,150.0,4.0,fulfilled_by_merchant,"Nainz R Word Silicone Designer Printed Back Case Cover for Honor 8X/ Honor 8X,Nainz",Y,967870,-0.47829725765244896
B07D7J5NG8,Aarnik Nice Doll Girl 3D Soft Kitty Soft Silicon Back Cover for Samsung Galaxy J5-2015,AARNIK ZONE,Aarnik,3.47,71,31.8,4.7,fulfilled_by_merchant,"Aarnik Nice Doll Girl 3D Soft Kitty Soft Silicon Back Cover for Samsung Galaxy J5-2015,Aarnik,samsung galaxy j5-2015",Y,210069,-0.3947770340665246
B07XRHBJG4,ZAPCASE Pattern Design Soft Silicon Designer Printed Huawei Honor 10 Lite Back Cover,S.K Retail,Zapcase,1.79,83,118.0,5.0,fulfilled_by_amazon,"ZAPCASE Pattern Design Soft Silicon Designer Printed Huawei Honor 10 Lite Back Cover,Zapcase,ZAPH10LITETPU7394",Y,1072784,-0.5010755004486102
B083PT2SLC,"Treecase Printed Soft Silicone Back Case Cover for Vivo V5 Plus, Vivo V5 Plus Back Cover",AdinathTrader,Treecase,1.79,75,49.9,3.8,fulfilled_by_amazon,"Treecase Printed Soft Silicone Back Case Cover for Vivo V5 Plus, Vivo V5 Plus Back Cover,Treecase,Vivo V5 Plus Back Cover",Y,270642,-0.5010755004486102
B011X7EQS0,ACM USB Keyboard Tablet CASE Holder Cover Compatible with MICROMAX Canvas TAB P690 with Free Micro USB OTG - White,ACCESSORIESMASTERS,ACM,7.79,34,31.8,3.8,fulfilled_by_merchant,"ACM USB Keyboard Tablet CASE Holder Cover Compatible with MICROMAX Canvas TAB P690 with Free Micro USB OTG - White,ACM,USBCK8W0038",Y,1239167,-0.12143812051259047
B082QMHQTN,MOBILOVE Deer Pattern Cloth Texture Leather Finish Soft Fabric Case Hybrid Protective Case for Vivo S1 / Z1x (D-Black),SHREEE SAI,MOBILOVE,4.19,77,18.1,3.9,fulfilled_by_merchant,"MOBILOVE Deer Pattern Cloth Texture Leather Finish Soft Fabric Case Hybrid Protective Case for Vivo S1 / Z1x (D-Black),MOBILOVE,Vivo S1 / Z1x",Y,3244892,-0.34922054847420225
B0743FP5XH,Emartbuy Laptop Neoprene Sleeve case with Zip for HP EliteBook Revolve 810 (Black/Orange Two Tone_11.6-13.3 Inch),EmartbuyIndia,Emartbuy,5.27,76,99.8,5.0,fulfilled_by_merchant,"Emartbuy Laptop Neoprene Sleeve case with Zip for HP EliteBook Revolve 810 (Black/Orange Two Tone_11.6-13.3 Inch),Emartbuy",Y,46056,-0.2808858200857188
B07MCVW825,Spigen Liquid Air Designed for Galaxy S10e Case Cover (2019) - Matte Black,Spigen India,Spigen,10.79,47,49.9,4.6,fulfilled_by_amazon,"Spigen Liquid Air Designed for Galaxy S10e Case Cover (2019) - Matte Black,Spigen,609CS25836",Y,5359,0.06838056945541933
B06XH34Z8K,SDO™ Dual Layer Military Grade Kickstand [SDO Shield] Hybrid Warrior Case Back Cover for Moto G5 Plus (Black),Sasti Deals,SDO,4.5,0,49.9,5.0,fulfilled_by_amazon,"SDO™ Dual Layer Military Grade Kickstand [SDO Shield] Hybrid Warrior Case Back Cover for Moto G5 Plus (Black),SDO,HCmotog5plusblk1M",Y,922965,-0.3296059505108413
B07NWJNCPN,SellZone 90W Laptop Adapter/Charger Compatible for Acer Aspire 6930G-944G64MN 19V 4.74A 5.5 x 1.7 MM,Online SBS,SellZone,11.87,51,349.0,5.0,fulfilled_by_amazon,"SellZone 90W Laptop Adapter/Charger Compatible for Acer Aspire 6930G-944G64MN 19V 4.74A 5.5 x 1.7 MM,SellZone,Aspire 6930G-944G64MN",Y,1322701,0.13671529784390288
B06XBK92FF,Protecta Simple Square Universal Laptop Sleeve Wrap (Black & Blue),Protecta,Protecta,5.39,59,99.8,4.4,fulfilled_by_merchant,"Protecta Simple Square Universal Laptop Sleeve Wrap (Black & Blue),Protecta,SBK0065IBL",N,52903,-0.27329307248699836
B07QHRZYP8,Pikkme Plastic Motivational Quote Be Strong Be Different Be You Printed Hard Back Cover for Samsung Galaxy M30(Multicolor),Pikkme,Pikkme,3.59,40,81.6,4.6,fulfilled_by_amazon,"Pikkme Plastic Motivational Quote Be Strong Be Different Be You Printed Hard Back Cover for Samsung Galaxy M30(Multicolor),Pikkme,Samsung Galaxy M30",Y,206911,-0.3871842864678043
B07QBCMNZ9,TASLAR Leather Series Stand Function with Magnetic Lock Flip Cover Case for Lenovo Yoga Tab 3 10 Tablet 10.1 inch (Black),Taslar,TASLAR,8.99,25,181.0,4.5,fulfilled_by_amazon,"TASLAR Leather Series Stand Function with Magnetic Lock Flip Cover Case for Lenovo Yoga Tab 3 10 Tablet 10.1 inch (Black),Taslar",Y,34390,-0.045510644525386515
B07MG5LRBK,DOB® Hybrid Back Cover for Samsung Galaxy S10e Armor Case Drop Tested Rugged Heavy Duty - Silver,shreeinternational,DOB,11.99,50,99.8,3.6,fulfilled_by_merchant,"DOB® Hybrid Back Cover for Samsung Galaxy S10e Armor Case Drop Tested Rugged Heavy Duty - Silver,DOB,YREDI80 Samsung S10e Back Case Red",Y,1326379,0.14430804544262332
B01IN1ZCW8,ZAPCASE Printed Back Cover for Gionee Marathon M5 Lite,S.K Retail,Zapcase,1.79,83,118.0,3.9,fulfilled_by_amazon,"ZAPCASE Printed Back Cover for Gionee Marathon M5 Lite,Zapcase,ZAPGMM5L3DM2367",Y,188637,-0.5010755004486102
B07S6F2P4T,Stylista led Cover Compatible for Weston 50 inches led tvs (All Models),STYLISTA,Stylista,6.29,42,490.0,4.0,fulfilled_by_amazon,"Stylista led Cover Compatible for Weston 50 inches led tvs (All Models),Stylista Home Furnishing,stym_bb36_LED_west50",Y,944784,-0.2163474654965954
B07HL7YLP4,Bracevor Xiaomi Redmi Note 5 Back Case Cover | Flexible Shockproof TPU | Cushioned Edges Design - Transparent,Bracevor,Bracevor,1.79,85,40.8,3.8,fulfilled_by_amazon,"Bracevor Xiaomi Redmi Note 5 Back Case Cover | Flexible Shockproof TPU | Cushioned Edges Design - Transparent,Bracevor,XRN5STPUTR",Y,4947,-0.5010755004486102
B00EPMWT1M,Digigear SD SDHC SDXC to CF tpye II CF Ultimate CF Adapter,FastMedia Ship from USA,Digigear,29.47,43,9.0,5.0,fulfilled_by_merchant,"Digigear SD SDHC SDXC to CF tpye II CF Ultimate CF Adapter,Digigear,SDXCF",N,84328,1.2503182789895608
B07NSZTB76,Cock Flip Cover for Samsung Galaxy S10 Plus - Vintage Wallet Folding Flip Case with Kickstand and Multiple Card Slots Magnetic Closure Protective Cover - Black,SVP ONLINE SHOPPING PVT LTD,Cock,13.19,56,99.8,4.0,fulfilled_by_amazon,"Cock Flip Cover for Samsung Galaxy S10 Plus - Vintage Wallet Folding Flip Case with Kickstand and Multiple Card Slots Magnetic Closure Protective Cover - Black,Cock,COCKFLIP1226A92",Y,523255,0.22023552142982722
B07PHFRV69,RWT Mobile Phone Holder with USB Charger Bike Mobile Holder for Honda CB Shine,Rawat Shopping Store,RWT,4.79,69,249.0,1.0,fulfilled_by_merchant,"RWT Mobile Phone Holder with USB Charger Bike Mobile Holder for Honda CB Shine,RWT",Y,917219,-0.31125681048060033
B07PDXP6VD,BlueRigger SVGA/VGA Cable Male to Male Computer Monitor Cables Shielded Copper VGA Video Cable - Connects HDTV’s & Graphics Cards Series (10 Feet / 3 Meters),Appario Retail Private Ltd,BlueRigger,9.59,47,159.0,5.0,fulfilled_by_amazon,"BlueRigger SVGA/VGA Cable Male to Male Computer Monitor Cables Shielded Copper VGA Video Cable - Connects HDTV’s & Graphics Cards Series (10 Feet / 3 Meters),BlueRigger,VGA-TO-VGA-10FT",Y,822019,-0.007546906531784568
B078RJZFJX,Casecraft flip Cover for Samsung Galaxy A7 2016 Edition (A710)-Black,AmericHome,CASECRAFT,2.88,71,200.0,5.0,fulfilled_by_merchant,"Casecraft flip Cover for Samsung Galaxy A7 2016 Edition (A710)-Black,CASECRAFT,mer-31dec727-Black",Y,669304,-0.4321080430935666
B07PFVXPLD,Realtech Belt Holster Leather Case Cover Clip Magnetic Closure for Nokia 6.1 Plus - Black,REALTECH,REALTECH,9.59,73,99.8,5.0,fulfilled_by_merchant,"Realtech Belt Holster Leather Case Cover Clip Magnetic Closure for Nokia 6.1 Plus - Black,Realtech,nokia-6.1Plus-beltpouch-Black1",Y,260094,-0.007546906531784568
B08255N4SK,Ferrari ® iPhone 11 Pro Max Transparent Hard Case Fiorano Clear Series Officially Licensed Limited Edition Cases,Authorized VAKU LUXOS | Ferrari | BMW | Mercedes..,Ferrari,38.39,42,99.8,4.2,fulfilled_by_amazon,"Ferrari ® iPhone 11 Pro Max Transparent Hard Case Fiorano Clear Series Officially Licensed Limited Edition Cases,Ferrari,x1429",Y,450697,1.81471251716111
B07MNN5F9R,Cool & Creative Mickey Mouse Soft Rubber Back Cover for MI Redmi 4,Cool & Creative,Cool & Creative,2.03,83,249.0,5.0,fulfilled_by_merchant,"Cool & Creative Mickey Mouse Soft Rubber Back Cover for MI Redmi 4,Cool & Creative,MI Redmi 4",N,498423,-0.48589000525116943
B07DL4MNBP,CRUST Air Hybrid Clear Ultra Slim Fit Shock Absorption Bumper Case with Anti Scratch Crystal Clear Back for Honor 9 Lite - (Black),Crust®,CRUST,4.79,43,54.4,3.4,fulfilled_by_amazon,"CRUST Air Hybrid Clear Ultra Slim Fit Shock Absorption Bumper Case with Anti Scratch Crystal Clear Back for Honor 9 Lite - (Black),CRUST,CR_AH_HUA_H9L_BK",Y,24155,-0.31125681048060033
B07D3WMX88,"Golden Sand Thermoplastic, Polyurethane Leather Texture TPU Series Shockproof Armor Back Case Cover for Oppo Realme 1 Cover (Diamond Black)",Golden Sand,Golden Sand,5.99,58,27.2,5.0,fulfilled_by_merchant,"Golden Sand Thermoplastic, Polyurethane Leather Texture TPU Series Shockproof Armor Back Case Cover for Oppo Realme 1 Cover (Diamond Black),Golden Sand,Leather TPU Oppo RealMe1 Black",N,523852,-0.23532933449339635
B01K97U1H0,HOM Cover. Case Pouch with Auto Sleep/Wake Feature for Lenovo Yoga Tab 3 8 Tablet 8 inch with Magnetic Lock,HOM.World,HOM,6.9,42,150.0,4.0,fulfilled_by_amazon,"HOM Cover. Case Pouch with Auto Sleep/Wake Feature for Lenovo Yoga Tab 3 8 Tablet 8 inch with Magnetic Lock,HOM,TCMLYT38",Y,2137,-0.17775099853643336
B073FKDC68,Remax in-Ear Headphones with Mic (Gold),Gadgetfreakz75,REMAX,3.56,70,10.0,3.1,fulfilled_by_merchant,"Remax in-Ear Headphones with Mic (Gold),Remax,RM-610D-GOLD,REMAX headphone,Wired head phone,Wired headphones,head phone,head phones REMAX,headphone with mic,headphone with microphone,headphones,headphones Wired,headphones for mobiles,headset,headsets with mic",N,206886,-0.3890824733674843
B079TW4NCC,MTT Designer Pattern Printed Soft Jelly Back case Cover for Redmi Note 5 (Design82),MTT Express,MTT,8.39,0,49.9,3.4,fulfilled_by_amazon,"MTT Designer Pattern Printed Soft Jelly Back case Cover for Redmi Note 5 (Design82),MTT",Y,1442838,-0.08347438251898846
B07CRDGGSS,MTT Designer Pattern Printed Soft & Flexible Back case Cover for Nokia 7 Plus (Design52),MTT Express,MTT,8.39,0,49.9,3.6,fulfilled_by_amazon,"MTT Designer Pattern Printed Soft & Flexible Back case Cover for Nokia 7 Plus (Design52),MTT",Y,1201312,-0.08347438251898846
B01MCZXCA4,Theskinmantra Stereotype Apple MacBook 12 Retina Decal/Skin with Apple Cut Logo and Round Edges,theskinmantra,Theskinmantra,10.79,53,18.1,4.0,fulfilled_by_merchant,"Theskinmantra Stereotype Apple MacBook 12 Retina Decal/Skin with Apple Cut Logo and Round Edges,Theskinmantra,17088MACBOOK12R-FB",N,209383,0.06838056945541933
B073TW2V7T,"Neon Keyboard Skin for HP Pavilion 15-AC***TX/TU, 15-AB***TX/TU, 15-AF***AX/AU, 15-AY***TX/TU, 15-AB219TX 15-AB032TX 15-AC101TU 15-AF103AX 15.6-inch Laptop (Tiffany Blue)",VRAJESH®,neon,3.9,35,18.1,4.3,fulfilled_by_merchant,"Neon Keyboard Skin for HP Pavilion 15-AC***TX/TU, 15-AB***TX/TU, 15-AF***AX/AU, 15-AY***TX/TU, 15-AB219TX 15-AB032TX 15-AC101TU 15-AF103AX 15.6-inch Laptop (Tiffany Blue),neon,NHPTBL86",N,7903,-0.3675696885044432
B07V8K28W9,Lofad Case Flip Cover for Vivo S1 Leather Case | Foldable Stand | Inner TPU | Wallet Card Slots - Executive Brown,NJ COMMUNICATIONS,LOFAD CASE,3.59,63,90.7,3.8,fulfilled_by_merchant,"Lofad Case Flip Cover for Vivo S1 Leather Case | Foldable Stand | Inner TPU | Wallet Card Slots - Executive Brown,LOFAD CASE,VIVO S1",N,729466,-0.3871842864678043
B07Q3GVKJR,"Wurzel Flip Cover for Honor Holly 4 Plus, Look Wallet Stand Flip Cover Case for Honor Holly 4 Plus (Navy Blue)",PerfectBuyShop,Wurzel,3.59,70,99.8,4.0,fulfilled_by_merchant,"Wurzel Flip Cover for Honor Holly 4 Plus, Look Wallet Stand Flip Cover Case for Honor Holly 4 Plus (Navy Blue),Wurzel,Honor Holly 4 Plus",Y,340573,-0.3871842864678043
B07Z7ZHB3C,"D-kandy for LG W30, Denim Series Cloth + Leather Flip Wallet Case Stand with Card Holder & Magnetic Closure Flip Cover for LG W30 - (Cloth Blue)",SHIV DURGA ENTERPRISES,D-kandy,5.99,50,81.6,4.3,fulfilled_by_merchant,"D-kandy for LG W30, Denim Series Cloth + Leather Flip Wallet Case Stand with Card Holder & Magnetic Closure Flip Cover for LG W30 - (Cloth Blue),D-kandy,LG W30",Y,49835,-0.23532933449339635
B019CGOJWW,Saco Keyboard Protector Silicone Skin Cover for Lenovo G50-70 59-422418 15.6-inch Laptop (Black/Clear),saco,Saco,4.26,29,299.0,3.6,fulfilled_by_amazon,"Saco Keyboard Protector Silicone Skin Cover for Lenovo G50-70 59-422418 15.6-inch Laptop (Black/Clear),saco,CKLE-410",Y,64871,-0.3447914457082821
B00K8AN52M,Ascension ® Imported Transparent Clear Silicone Jelly Gel case Back Cover for HTC One M7,Ascension Enterprises LLP,ascension,1.94,73,9.07,3.5,fulfilled_by_merchant,"Ascension ® Imported Transparent Clear Silicone Jelly Gel case Back Cover for HTC One M7,ASCENSION,ASC TRAS SILCON one",N,360479,-0.4915845659502097
B0811LCP81,VeilSide Frame-Less Ultra Slim Hard Mate PC Cover Transparent Matte Phone Case with Ring for Infinix Hot 8 (Blue),VEILSIDE,Veilside,3.28,73,81.6,5.0,fulfilled_by_merchant,"VeilSide Frame-Less Ultra Slim Hard Mate PC Cover Transparent Matte Phone Case with Ring for Infinix Hot 8 (Blue),Veilside",N,44582,-0.4067988844311653
B07YFGGPH3,"SanDisk 64GB Ultra SDXC UHS-I Memory Card - 100MB/s, C10, U1, Full HD, SD Card - SDSDUNR-064G-GN6IN",Appario Retail Private Ltd,SanDisk,12.11,37,14.0,4.6,fulfilled_by_amazon,"SanDisk 64GB Ultra SDXC UHS-I Memory Card - 100MB/s, C10, U1, Full HD, SD Card - SDSDUNR-064G-GN6IN,SanDisk,SDSDUNR-064G-GN6IN",Y,716,0.15190079304134368
B07X1XRQHC,"TASLAR Home Mini Mount, Outlet Wall Mount Hanger Stand Holder, Space-Saving Accessories Compact Case Plug Hiding The Cord in Kitchen Bedroom Bathroom for Google Mini Home Speaker (White)",Taslar,TASLAR,7.19,40,49.9,3.7,fulfilled_by_amazon,"TASLAR Home Mini Mount, Outlet Wall Mount Hanger Stand Holder, Space-Saving Accessories Compact Case Plug Hiding The Cord in Kitchen Bedroom Bathroom for Google Mini Home Speaker (White),Taslar",Y,85355,-0.1594018585061924
B07YMNRZPQ,Techstudio for Apple iPhone XR (6.1 Inch) Magnetic Flip Cover Leather Case Wallet Slim Book Cover with Card Slots Cash Pocket Stand Holder (Blue),Techstudio2014,Techstudio,10.79,25,99.8,4.4,fulfilled_by_merchant,"Techstudio for Apple iPhone XR (6.1 Inch) Magnetic Flip Cover Leather Case Wallet Slim Book Cover with Card Slots Cash Pocket Stand Holder (Blue),Techstudio,LSL ND Wallet",Y,61802,0.06838056945541933
B07WTWG5NB,Alment - Nillkin Qin Series Luxury Leather Wallet Flipcover Case for Samsung Galaxy Note 10 Plus (Black),Joseph Enterprise,ALMENT,9.59,44,99.8,5.0,fulfilled_by_merchant,"Alment - Nillkin Qin Series Luxury Leather Wallet Flipcover Case for Samsung Galaxy Note 10 Plus (Black),Alment,Samsung Galaxy Note 10 Plus",Y,852867,-0.007546906531784568
B075XQJX7H,DHAN GRD Mi A1 / Xiaomi Mi A1 / Redmi MiA1 Shock Proof Slim Tough Rugged Soft Brushed Silicon TPU Armor Back Cover Case,G_D,DHAN GRD,5.65,60,299.0,4.0,fulfilled_by_merchant,"DHAN GRD Mi A1 / Xiaomi Mi A1 / Redmi MiA1 Shock Proof Slim Tough Rugged Soft Brushed Silicon TPU Armor Back Cover Case,DHAN GRD,DHAN GRD 310",Y,2660772,-0.25684211935643747
B07TYKL4MX,ClickCase™ for Huawei P30 Lite Flipper Series Leather Wallet Flip Case Kick Stand with Magnetic Closure Flip Cover for Huawei P30 Lite (Grey),ClickCase­­,ClickCase,10.68,41,90.7,3.8,fulfilled_by_merchant,"ClickCase™ for Huawei P30 Lite Flipper Series Leather Wallet Flip Case Kick Stand with Magnetic Closure Flip Cover for Huawei P30 Lite (Grey),ClickCaseTM,Huawei P30 Lite",Y,1203551,0.061420550823259
B07R8RB5V9,Excelsior Leather Wallet flip case Cover with | Card and Cash Slot | 360 Full Body Protection | Inner TPU case for Xiaomi Redmi Note 7 | Note 7S | Note 7 Pro (Brown),excelsiorindiaco,Excelsior,11.99,50,59.0,4.3,fulfilled_by_amazon,"Excelsior Leather Wallet flip case Cover with | Card and Cash Slot | 360 Full Body Protection | Inner TPU case for Xiaomi Redmi Note 7 | Note 7S | Note 7 Pro (Brown),Excelsior",Y,75571,0.14430804544262332
B07CYRXYRW,MTT Carbon Fiber Texture Rugged Armor Back Case Cover for Apple iPhone 5 & 5S & 5SE (Geometric 120),MTT Express,MTT,8.39,0,81.6,3.5,fulfilled_by_amazon,"MTT Carbon Fiber Texture Rugged Armor Back Case Cover for Apple iPhone 5 & 5S & 5SE (Geometric 120),MTT",Y,575494,-0.08347438251898846
B07NWRCV2J,KLD® Wallet Case Leather Flip Cover for Samsung Galaxy S10 Plus/Galaxy S10+ (Black),SVP ONLINE SHOPPING PVT LTD,KLD,13.2,56,99.8,4.2,fulfilled_by_merchant,"KLD® Wallet Case Leather Flip Cover for Samsung Galaxy S10 Plus/Galaxy S10+ (Black),KLD,Flip cover Samsung Galaxy S10 Plus",N,624367,0.22086825039638724
