asin,product_name,seller_name,brand,sales_price,discount_percentage,weight_grams,rating,delivery_type,meta_keywords,amazon_prime__y_or_n,rank,z-score
B005LFT3UW,SanDisk Extreme PRO 64GB UHS-I SDXC Memory Card Up To 95MB/s - SDSDXPA-064G-X46,Digital Xpert,SanDisk,27.48,36,2.0,4.3,fulfilled_by_amazon,"SanDisk Extreme PRO 64GB UHS-I SDXC Memory Card Up To 95MB/s - SDSDXPA-064G-X46,SanDisk,SDSDXPA-064G-X46",N,4861,1.1244052146441141
B07K2CDPRP,BOUNCEBACK Shock Proof Ring Stand Back Cover for Oneplus 6t Jet Red,LD Retails,BOUNCEBACK,5.99,58,68.0,3.9,fulfilled_by_amazon,"BOUNCEBACK Shock Proof Ring Stand Back Cover for Oneplus 6t Jet Red,BOUNCEBACK,RITPUREDOP6T",Y,91312,-0.23532933449339635
B01N1T31TC,Cover Affair Donuts Printed Designer Hard PC Slim Light Weight Back Cover Case Compatible with OnePlus Three/One Plus Three/OnePlus 3 / One Plus 3 (Blue & Pink) (G1-D171),Cover_Affair,Cover Affair,4.78,43,31.8,5.0,fulfilled_by_merchant,"Cover Affair Donuts Printed Designer Hard PC Slim Light Weight Back Cover Case Compatible with OnePlus Three/One Plus Three/OnePlus 3 / One Plus 3 (Blue & Pink) (G1-D171),OnePlusThree_G1-D171",N,688576,-0.31188953944716036
B07Y1YCWDW,ANVIKA Mirror Kitty Case Cover for- Oppo A1K (3D Cute Mirror Hello Kitty Soft Silicone Back Cover for Oppo A1K (Colors May Vary),ANVIKA FASHION,ANVIKA,3.35,65,299.0,3.5,fulfilled_by_merchant,"ANVIKA Mirror Kitty Case Cover for- Oppo A1K (3D Cute Mirror Hello Kitty Soft Silicone Back Cover for Oppo A1K (Colors May Vary),ANVIKA,Oppo A1K",Y,1009364,-0.40236978166524506
B07QHC7TD2,"Humor Gang Funny Abstract Paint Typo Art Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Oneplus 6""",Humor Gang,Humor Gang,2.63,78,99.8,3.0,fulfilled_by_amazon,"Humor Gang Funny Abstract Paint Typo Art Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Oneplus 6"",Humor Gang,BA-5042-803-oneplus-6",Y,158675,-0.4479262672575674
B01MF4CBMD,ELICA Leather Wallet Flip Cover for Lenovo A7700 (Black),SRsalesCorp,ELICA,2.15,82,299.0,3.8,fulfilled_by_merchant,"ELICA Leather Wallet Flip Cover for Lenovo A7700 (Black),ELICA,HLX-sd-7700-ELIC",Y,127895,-0.47829725765244896
B07CLPS3M2,Saco Keyboard Protector Silicone Skin Cover for HP Pavilion x360-14-ba153tx -Transparent,saco,Saco,4.26,29,200.0,4.0,fulfilled_by_amazon,"Saco Keyboard Protector Silicone Skin Cover for HP Pavilion x360-14-ba153tx -Transparent,saco,CKS-5219",Y,66647,-0.3447914457082821
B077T9K94Z,FCS® Glossy Finish Transparent Silicon Back Case for HTC One E9 Plus,FCS®,FCS,2.7,55,18.1,5.0,fulfilled_by_amazon,"FCS® Glossy Finish Transparent Silicon Back Case for HTC One E9 Plus,FCS®,FCSTB-HTC-ONEE9PLUS",Y,536774,-0.44349716449164717
B082ML2TPP,DDPTEK Luxury Slim Flip Cover Cases for Oppo A9 2020 and Oppo A5 2020 (Fuscia Pink),xolve,DDPTEK,5.99,50,99.8,5.0,fulfilled_by_amazon,"DDPTEK Luxury Slim Flip Cover Cases for Oppo A9 2020 and Oppo A5 2020 (Fuscia Pink),DDPTEK",Y,48113,-0.23532933449339635
B072HBZJ99,"BlackBerry Priv Cover, Ziaon(TM) Len Series 100% Faux Leather Flip Stand Wallet Case with Credit Card Slots & Magnetic Slot for BlackBerry Priv - Black",accessory.shop,Ziaon,9.59,0,59.0,4.0,fulfilled_by_amazon,"BlackBerry Priv Cover, Ziaon(TM) Len Series 100% Faux Leather Flip Stand Wallet Case with Credit Card Slots & Magnetic Slot for BlackBerry Priv - Black,Ziaon,For BlackBerry Priv",Y,106641,-0.007546906531784568
B017CQK37Y,FCS Rubberised Hard Back Case Cover for Gionee F103 in Matte Finish (Black),FCS®,FCS,1.78,0,31.8,4.0,fulfilled_by_amazon,"FCS Rubberised Hard Back Case Cover for Gionee F103 in Matte Finish (Black),FCS,FCSHB-GIONEE-F103-BK",Y,533410,-0.5017082294151702
B0199NSLTU,TARKAN Hybrid Armor Rugged Rubber Kick Stand Back Case Cover for Alcatel Flash 2 (Black),Shop Drive,TARKAN,4.6,62,99.8,5.0,fulfilled_by_amazon,"TARKAN Hybrid Armor Rugged Rubber Kick Stand Back Case Cover for Alcatel Flash 2 (Black),TARKAN,SD_TK_SPIDER_ALCATEL_FLASH2_BLACK",Y,556063,-0.323278660845241
B07PR4WRMF,Nainz ''Colorful Floral'' Redmi 6A Back Cover/Xiaomi Redmi 6A Back Case/Soft Silicon (Transparent) Printed Designer Back Case Cover for Mi Redmi 6A,Nainz.,Nainz,2.15,70,150.0,3.9,fulfilled_by_merchant,"Nainz ''Colorful Floral'' Redmi 6A Back Cover/Xiaomi Redmi 6A Back Case/Soft Silicon (Transparent) Printed Designer Back Case Cover for Mi Redmi 6A,Nainz",Y,1259224,-0.47829725765244896
B07GTWWW47,Oye Stuff Wood Print Printed Designer Slim Hard Back Cover Case for Oppo F3 Plus,Oye Stuff,OYESTUFF,2.99,72,49.9,3.6,fulfilled_by_merchant,"Oye Stuff Wood Print Printed Designer Slim Hard Back Cover Case for Oppo F3 Plus,Oye Stuff,Oppo F3 Plus",Y,101010,-0.4251480244614062
B07TC8G55P,StuffHoods Car Charger compatible with Samsung Galaxy A50 Car Charger Dual Port USB High Speed Rapid Fast Turbo Metal Android & Tablets Car Mobile Charger with Type-C Data USB Charging Cable (3.1 Amp),StuffHoods,StuffHoods,4.56,52,99.8,4.5,fulfilled_by_merchant,"StuffHoods Car Charger compatible with Samsung Galaxy A50 Car Charger Dual Port USB High Speed Rapid Fast Turbo Metal Android & Tablets Car Mobile Charger with Type-C Data USB Charging Cable (3.1 Amp),StuffHoods,CAR-CH-3573",Y,177663,-0.3258095767114811
B06XZ6RPTV,Blutec Army Canvas Design 3D Printed Hard Back Case Cover for Samsung Galaxy J5 Prime,BLUTEC,Blutec,2.58,78,40.8,3.0,fulfilled_by_merchant,"Blutec Army Canvas Design 3D Printed Hard Back Case Cover for Samsung Galaxy J5 Prime,Blutec,8005-13289",Y,675458,-0.4510899120903676
B08271F548,"Vintage Leather Flip Cover Case for Redmi Note 8 with Cards and Cash Holder Slots, Foldable Stand and Magnetic Lock System(Brown Colour)","SG ENTERPRISES, PANIPAT",Generic,2.84,60,99.8,3.9,fulfilled_by_merchant,"Vintage Leather Flip Cover Case for Redmi Note 8 with Cards and Cash Holder Slots, Foldable Stand and Magnetic Lock System(Brown Colour),Sg Enterprises,Redmi Note 8",Y,108380,-0.43463895895980675
B0823WCSV7,"Loxxo® Case for iPhone 11 Pro Case Cover with Liquid Silicone Rubber, Comfortable Grip, Screen & Camera Protection, Velvety-Soft Lining, Shock-Absorbing for iPhone 11 Pro 5.8 Inch (2019) (Lining White)",LOXXO®,LOXXO,3.59,80,49.9,3.6,fulfilled_by_amazon,"Loxxo® Case for iPhone 11 Pro Case Cover with Liquid Silicone Rubber, Comfortable Grip, Screen & Camera Protection, Velvety-Soft Lining, Shock-Absorbing for iPhone 11 Pro 5.8 Inch (2019) (Lining White),Loxxo",Y,17303,-0.3871842864678043
B015UCM168,Saco Keyboard Silicon Protector Cover for HP 15-AC117TX 15.6-inch Laptop (Black/Clear),saco,Saco,3.24,46,299.0,3.7,fulfilled_by_amazon,"Saco Keyboard Silicon Protector Cover for HP 15-AC117TX 15.6-inch Laptop (Black/Clear),saco,hpabc-19",Y,4134,-0.4093298002974054
B07S7B2MR3,Sanguine® Back Cover Soft TPU Clear Case for Oneplus 7 Pro (Transparent),Palomi Online,Sanguine,2.26,73,99.8,2.8,fulfilled_by_amazon,"Sanguine® Back Cover Soft TPU Clear Case for Oneplus 7 Pro (Transparent),Sanguine",Y,93646,-0.4713372390202886
B074XT9MHL,PICWIK® Designer Printed Back Cover/Hard Case for Samsung Galaxy On Nxt (Floral Print Design/Animals & Nature),Trend Mate,PICWIK,3.35,72,18.1,4.0,fulfilled_by_amazon,"PICWIK® Designer Printed Back Cover/Hard Case for Samsung Galaxy On Nxt (Floral Print Design/Animals & Nature),PICWIK,Samsung Galaxy On Nxt",Y,822576,-0.40236978166524506
B07N4WBZQR,Coverito TPU for Lava Z10 Get Transparent Back Cover,Express Shopping Hub,Coverito,0.9,92,31.8,4.4,fulfilled_by_merchant,"Coverito TPU for Lava Z10 Get Transparent Back Cover,Coverito,Lava Z10 Get",N,32723,-0.557388378472453
B079DD1B4Z,"Speck Presidio Grip Samsung Galaxy S9 Plus Case, Black/Black",HelloYehlo,Speck,33.74,44,40.8,4.6,fulfilled_by_merchant,"Speck Presidio Grip Samsung Galaxy S9 Plus Case, Black/Black,Speculative Product Design, LLC,109513-1050",N,1434193,1.520493547710695
B06XF7LV26,theStyleO Quality Printed Back Cover for Lenovo Vibe K5 Note [Zig Zag Pattern],RG RETAIL,theStyleO,3.58,67,49.9,5.0,fulfilled_by_merchant,"theStyleO Quality Printed Back Cover for Lenovo Vibe K5 Note [Zig Zag Pattern],MR Retail,MR959719",Y,502646,-0.3878170154343643
B0795L5WKD,UNIQOUTLET Plastic Universal USB Charger for All Bikes (Black),Auto Stylist,UNIQOUTLET,2.7,55,49.9,4.1,fulfilled_by_merchant,"UNIQOUTLET Plastic Universal USB Charger for All Bikes (Black),UNIQOUTLET",N,99985,-0.44349716449164717
B083QB4DFT,"RK Collection.Samsung ON 7.Vintage Luxury, Inner TPU, Magnetic Lock Leather Flip with Card Holder",VISHAL ENTERPRISES VS,Generic,2.4,78,231.0,5.0,fulfilled_by_merchant,"RK Collection.Samsung ON 7.Vintage Luxury, Inner TPU, Magnetic Lock Leather Flip with Card Holder,RK Collection,SAMSUNG ON 7",N,588929,-0.46247903348844815
B07WFQPVN3,"katai TPU Soft Flexible Ultra Slim, Lightweight Scratch Resistant Super Thin Matte Finish Back Cover for Samsung M20 (Black)",KATAI,katai,4.79,60,68.0,2.9,fulfilled_by_amazon,"katai TPU Soft Flexible Ultra Slim, Lightweight Scratch Resistant Super Thin Matte Finish Back Cover for Samsung M20 (Black),KATAI",Y,41072,-0.31125681048060033
B07LGBN2XT,BK Enterprise Soft Back Cover for Lenovo Vibe K5 Note (Transparent),Bk Enterprise,BK Enterprise,0.92,90,31.8,5.0,fulfilled_by_merchant,"BK Enterprise Soft Back Cover for Lenovo Vibe K5 Note (Transparent),BK Enterprise,lenovo vibe k5 note",N,29227,-0.556122920539333
B01AV5ZKD0,Backer The Brand Ultra Slim Silican Back Cover for HTC One M9plus - Transparent,Backer The Brand,Backer The Brand,1.66,54,9.07,5.0,fulfilled_by_merchant,"Backer The Brand Ultra Slim Silican Back Cover for HTC One M9plus - Transparent,Backer The Brand,HTCtransparent1",N,1186875,-0.5093009770138905
B00VNOJN64,"Kastar Battery (X3) & Travel Charger Kit for Samsung SLB-10A, EA-SLB10A and Samsung EX2F HZ15W SL202 SL420 SL620 SL820 WB150F WB250 WB250F WB350F WB750 W800 WB800F WB850F WB1100F Digital Camera + More",Cart2India SLP,Kastar,41.15,20,136.0,4.6,fulfilled_by_merchant,"Kastar Battery (X3) & Travel Charger Kit for Samsung SLB-10A, EA-SLB10A and Samsung EX2F HZ15W SL202 SL420 SL620 SL820 WB150F WB250 WB250F WB350F WB750 W800 WB800F WB850F WB1100F Digital Camera + More,Kastar,CH-3B-10A",N,1463960,1.989345711931679
B000RHZB5U,Kensington Smartbead 62824 Wrist Rest for Mouse (Black),TECHCHIZE,Kensington,1.8,80,272.0,5.0,fulfilled_by_merchant,"Kensington Smartbead 62824 Wrist Rest for Mouse (Black),Kensington,K62824US",N,46511,-0.5004427714820502
B07QHF3825,Humor Gang Heart Chocolates Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Oppo F9 - Oppo Real Me U1 - Oppo F9 Pro,Humor Gang,Humor Gang,2.63,78,68.0,3.1,fulfilled_by_amazon,"Humor Gang Heart Chocolates Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Oppo F9 - Oppo Real Me U1 - Oppo F9 Pro,Humor Gang,BA-1911-414-oppo-f9",Y,220350,-0.4479262672575674
B004TB42W8,Amzer 90807 Neoprene Sleeve 10 inches Case Cover with Pocket- Matt Black/Leaf Green,AmzerEstore,Amzer,8.39,30,159.0,5.0,fulfilled_by_merchant,"Amzer 90807 Neoprene Sleeve 10 inches Case Cover with Pocket- Matt Black/Leaf Green,Amzer,AMZ90807",Y,44560,-0.08347438251898846
B07XVMTZ86,"CASEBREED iPhone Xs Max Case Translucent Matte Hard Case with Soft Edges, Slip-Resistant, Anti-Fingerprint, Anti-Drop Protection Cover for iPhone Xs Max (Black)",CASEBREED,CASEBREED,5.99,62,18.1,4.3,fulfilled_by_amazon,"CASEBREED iPhone Xs Max Case Translucent Matte Hard Case with Soft Edges, Slip-Resistant, Anti-Fingerprint, Anti-Drop Protection Cover for iPhone Xs Max (Black),CASEBREED,Casebreed_Back_Case_Cover_iPhone_Xs_Max",Y,28656,-0.23532933449339635
B082J2VQ8C,ANVIKA D5 Kickstand for Vivo V9 | Heavy Duty Shockproof Dual Layer Armor Rugged with Finger Ring Holder Graphic Kick Stand Back Case Cover for Vivo V9 « Blue »,ANVIKA FASHION,ANVIKA,3.59,63,200.0,3.6,fulfilled_by_merchant,"ANVIKA D5 Kickstand for Vivo V9 | Heavy Duty Shockproof Dual Layer Armor Rugged with Finger Ring Holder Graphic Kick Stand Back Case Cover for Vivo V9 « Blue »,ANVIKA,Vivo V9",Y,352912,-0.3871842864678043
B00N5KEILY,Heartly Flip Kick Stand Hard Dual Armor Hybrid Rugged Bumper Back Case Cover for Samsung Galaxy Mega 5.8 I9150 I9152 - Green,Ruh International,Heartly,3.59,77,49.9,3.8,fulfilled_by_amazon,"Heartly Flip Kick Stand Hard Dual Armor Hybrid Rugged Bumper Back Case Cover for Samsung Galaxy Mega 5.8 I9150 I9152 - Green,Heartly,Armor Samsung Mega 5.8 Green",Y,566143,-0.3871842864678043
B01MD0UGL0,SDO™ Ultra Thin Silicone Soft Jelly Back Case Cover for Coolpad Note 5 (Transparent),Sasti Deals,SDO,2.7,0,49.9,3.2,fulfilled_by_amazon,"SDO™ Ultra Thin Silicone Soft Jelly Back Case Cover for Coolpad Note 5 (Transparent),SDO,Tr1coolpadnote5M",Y,440445,-0.44349716449164717
B083FZ6L17,Nainika Back Case Cover for Oppo Reno 2F Graphic D5 Kickstand Heavy Duty Shockproof Armor Rugged with Finger Ring Holder RED,Nainika Fashion,Nainika,3.56,70,200.0,4.8,fulfilled_by_merchant,"Nainika Back Case Cover for Oppo Reno 2F Graphic D5 Kickstand Heavy Duty Shockproof Armor Rugged with Finger Ring Holder RED,Nainika,Oppo Reno 2F",Y,232344,-0.3890824733674843
B07YGRWZ19,Leather Wallet Flip Book Cover Case for Samsung Galaxy A8 Plus + - (Coffee),KANSAITECH,PAKME XUSIVE,3.23,73,99.8,3.9,fulfilled_by_merchant,"Leather Wallet Flip Book Cover Case for Samsung Galaxy A8 Plus + - (Coffee),KANSAITECH,5432176470",Y,150161,-0.4099625292639654
B083CVWZH5,SESS XUSIVE Leather Wallet Flip Book Cover Case for Samsung Galaxy J5 Prime - Blue,SAGAR EXCLUSIVE SELLER STORE,SESS XUSIVE,3.23,73,99.8,5.0,fulfilled_by_merchant,"SESS XUSIVE Leather Wallet Flip Book Cover Case for Samsung Galaxy J5 Prime - Blue,SAGAR EXCLUSIVE SELLER STORE,3135112182",Y,124732,-0.4099625292639654
B07S266T6K,iBall Freego G100 Wireless Optical Mouse for Windows and Mac (Black),Appario Retail Private Ltd,iBall,5.46,49,57.0,4.5,fulfilled_by_amazon,"iBall Freego G100 Wireless Optical Mouse for Windows and Mac (Black),iBall,Freego G100",Y,47,-0.2688639697210781
B07YY9P5C4,Yashas Hard Plastic [for Girls Boys] Printed Back Cover for Samsung Galaxy A30s,Yashas Retail,Yashas,3.58,67,49.9,5.0,fulfilled_by_merchant,"Yashas Hard Plastic [for Girls Boys] Printed Back Cover for Samsung Galaxy A30s,Yashas Retail,A30s-7450",Y,1127878,-0.3878170154343643
B07PX7H13T,Amazon Brand - Solimo Mobile Cover (Hard Back & Slim) for Huawei Honor 8X,Cloudtail India,Amazon Brand - Solimo,1.79,70,49.9,4.0,fulfilled_by_amazon,"Amazon Brand - Solimo Mobile Cover (Hard Back & Slim) for Huawei Honor 8X,Solimo,2622444",Y,634208,-0.5010755004486102
B07C9VFP4J,Casotec Vintage Floral Design 3D Printed Hard Back Case Cover for Vivo V9 / V9 Pro,Gizmeup,Casotec,2.63,78,200.0,5.0,fulfilled_by_amazon,"Casotec Vintage Floral Design 3D Printed Hard Back Case Cover for Vivo V9 / V9 Pro,Casotec,8508-12143",Y,1004922,-0.4479262672575674
B07QGX2LWP,BAI AND KAKA® Back Cover Soft Slim Shockproof Back case for Samsung a20 (Transparent),Basant Retail,Bai and kaka,1.79,80,49.9,5.0,fulfilled_by_merchant,"BAI AND KAKA® Back Cover Soft Slim Shockproof Back case for Samsung a20 (Transparent),BAI AND KAKA,samsung a20",Y,517399,-0.5010755004486102
B07XP8JK37,Gioia Bazaar Hybrid Tough Rubber Armor Defender Shockproof with Stand Hard Cover for Samsung Galaxy J7 Prime/ON7 2016 Red,2010kharido India,GIOIA BAZAAR,2.03,66,18.1,5.0,fulfilled_by_amazon,"Gioia Bazaar Hybrid Tough Rubber Armor Defender Shockproof with Stand Hard Cover for Samsung Galaxy J7 Prime/ON7 2016 Red,GIOIA BAZAAR",Y,163641,-0.48589000525116943
B077LYL59K,Nillkin Super Frosted Shield Hard Back Cover Case for Sony Xperia XA1 Plus (Black),SSSTORE,Nillkin,9.59,20,191.0,3.4,fulfilled_by_merchant,"Nillkin Super Frosted Shield Hard Back Cover Case for Sony Xperia XA1 Plus (Black),Nillkin",Y,194857,-0.007546906531784568
B01KILLN8S,Novo Style Book Style Folio Wallet Case Motorola Moto X Play Blue + Micro USB OTG Cable Attach Pendrive Card Reader Mouse Keyboard to Tablets Mobile,Novo Style,Novo Style,4.26,0,99.8,5.0,fulfilled_by_merchant,"Novo Style Book Style Folio Wallet Case Motorola Moto X Play Blue + Micro USB OTG Cable Attach Pendrive Card Reader Mouse Keyboard to Tablets Mobile,Novo Style,all_flip8_3091",N,2142714,-0.3447914457082821
B07PRL777H,"Laprite Ultra Thin Silicone Soft Keyboard Cover Skin Compatible with Apple Magic Keyboard with Numeric Keypad Model: MQ052LL/A A1843 (US Layout, 2017 Released) - Clear",Appario Retail Private Ltd,Laprite,8.03,55,68.0,4.6,fulfilled_by_amazon,"Laprite Ultra Thin Silicone Soft Keyboard Cover Skin Compatible with Apple Magic Keyboard with Numeric Keypad Model: MQ052LL/A A1843 (US Layout, 2017 Released) - Clear,Laprite,KB-A1843-TRANSPARENT",Y,10584,-0.10625262531514972
B0756TQ1PL,Flip Cover Case for Apple iPad Pro 10.5 (2017) Classic Leather Wallet Feature Built-in-Case 360 with Auto Sleep/Wake Function for iPad Pro 10.5 - Golden Color,NETBOON,NETBOON,35.99,14,9.07,5.0,fulfilled_by_merchant,"Flip Cover Case for Apple iPad Pro 10.5 (2017) Classic Leather Wallet Feature Built-in-Case 360 with Auto Sleep/Wake Function for iPad Pro 10.5 - Golden Color,NETBOON,NCT83",N,128207,1.6628575651867024
B07VVRLQ9Q,"RAEGR AirShots 700 TWS Wireless in-Ear Earbuds, Bluetooth 5.0 Earphones with 20H Playtime, 450 mAh Charging Case, IPX 4 Auto Pairing , Mic (Black)",Tekki-Take,RAEGR,41.99,30,90.0,3.5,fulfilled_by_amazon,"RAEGR AirShots 700 TWS Wireless in-Ear Earbuds, Bluetooth 5.0 Earphones with 20H Playtime, 450 mAh Charging Case, IPX 4 Auto Pairing , Mic (Black),RAEGR,RG10063",Y,304835,2.042494945122722
B06WVQ7MM9,MOBISTYLE Soft Silicone with Anti Dust Plugs Shockproof Slim Back Cover Case for Apple iPhone 6Plus/ 6SPlus (Blue),MOBISTYLE INDIA,mobistyle,2.7,55,31.8,3.8,fulfilled_by_amazon,"MOBISTYLE Soft Silicone with Anti Dust Plugs Shockproof Slim Back Cover Case for Apple iPhone 6Plus/ 6SPlus (Blue),mobistyle",Y,36095,-0.44349716449164717
B07H98WT8W,Furious [Slimfit] [Durable] Hard Plastic 3D Printed Back Cover for Huawei Honor View 10 (Honor V10),ZaidStyle,Furious,3.59,67,49.9,5.0,fulfilled_by_merchant,"Furious [Slimfit] [Durable] Hard Plastic 3D Printed Back Cover for Huawei Honor View 10 (Honor V10),ZaidStyle",Y,546170,-0.3871842864678043
B07JM65WB8,"ClicKart Bumper Case, Bumper Frame with Inner TPU Bumper Anti-Scratch Cover Case for Gamers Compatible with iPhone X/XS, 5.8"" (2018) Silver",ClicKart® ( All is Web ),ClicKart,15.59,24,18.1,4.0,fulfilled_by_merchant,"ClicKart Bumper Case, Bumper Frame with Inner TPU Bumper Anti-Scratch Cover Case for Gamers Compatible with iPhone X/XS, 5.8"" (2018) Silver,ClicKart®",N,50431,0.3720904734042351
B07FW6TGH6,Genuine 54Y9400 Lenovo IBM Preferred Pro USB Wired Black Computer Work Home Office Keyboard (1 Pack),IT ODD PRODUCT,Lenovo,18.0,40,848.0,4.4,fulfilled_by_merchant,"Genuine 54Y9400 Lenovo IBM Preferred Pro USB Wired Black Computer Work Home Office Keyboard (1 Pack),Lenovo,LE54Y9400",N,3255,0.524578154345203
B0143HMXU0,Just Mobile TENC Self-Healing Ultra-Slim Transparent Case for iPhone 6s/6 - Retail Packaging - Matte Clear,FastMedia Ship from USA,Just Mobile,38.36,43,45.4,4.5,fulfilled_by_merchant,"Just Mobile TENC Self-Healing Ultra-Slim Transparent Case for iPhone 6s/6 - Retail Packaging - Matte Clear,Just Mobile,PC168MC",N,1246769,1.81281433026143
B07MXKD1GD,Plus® Carbon Fiber Brushed Texture Shockproof Back Case Cover for Apple iPhone Xs Max - Black,Plus Enterprises,Plus,1.79,70,40.8,3.6,fulfilled_by_amazon,"Plus® Carbon Fiber Brushed Texture Shockproof Back Case Cover for Apple iPhone Xs Max - Black,Plus Enterprises,Apple iPhone XS Max",Y,375824,-0.5010755004486102
B07CQP4HKJ,KC Liquid Floating 3D Bling Floating Glitter Star Transparent Soft Back Cover for Vivo V9 Vivo V9 Youth (Rose Gold),Khurana Communication,KC,5.39,36,31.8,4.6,fulfilled_by_merchant,"KC Liquid Floating 3D Bling Floating Glitter Star Transparent Soft Back Cover for Vivo V9 Vivo V9 Youth (Rose Gold),Khurana Communication,Vivo V9 Bling Glitter Rose Gold",Y,182433,-0.27329307248699836
B07Z41V96C,TheGiftKart Shockproof Carbon Fibre Soft Silicon Armor Back Cover Case for Nokia 6.2 / Nokia 7.2 (Navy Blue),TheGiftKart,TheGiftKart,3.59,67,18.1,4.2,fulfilled_by_amazon,"TheGiftKart Shockproof Carbon Fibre Soft Silicon Armor Back Cover Case for Nokia 6.2 / Nokia 7.2 (Navy Blue),TheGiftKart,Nokia 6.2 / Nokia 7.2",Y,61461,-0.3871842864678043
B07QGC7G6L,Humor Gang Butterflies in Purple Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Oppo F5 F5 Youth,Humor Gang,Humor Gang,2.63,78,77.1,4.6,fulfilled_by_amazon,"Humor Gang Butterflies in Purple Printed Design TPU Slim Soft Transparent Clear Flexible Silicon Mobile Back Cover for Oppo F5 F5 Youth,Humor Gang,BA-1173-401-oppo-f5-f5-youth",Y,1606470,-0.4479262672575674
B07SZD4TNH,"TISWAQ® QC-10 Bluetooth Earphone Wireless Headphones for Mobile Phone SStereoports Jogger,Running,Gyming Bluetooth Headset Compatible with All Devices Multi Colors",BUYROYAL®,TISWAQ,2.03,83,18.1,5.0,fulfilled_by_merchant,"TISWAQ® QC-10 Bluetooth Earphone Wireless Headphones for Mobile Phone SStereoports Jogger,Running,Gyming Bluetooth Headset Compatible with All Devices Multi Colors,SWATI ENTERPRISES,QC 10S",N,271853,-0.48589000525116943
B07DYSG3PQ,SM Telicom Plastic Back Cover for Redmi Note 5 Pro - Multi-Coloured,sm telicom,SM Telicom,2.99,50,49.9,4.3,fulfilled_by_merchant,"SM Telicom Plastic Back Cover for Redmi Note 5 Pro - Multi-Coloured,SM Telicom",Y,9044,-0.4251480244614062
B07NC6VX26,ACUTAS® Tempered Glass for 6.2 Inch Tablet Screen On Nintendo Switch Console (2-Pack),ACUTAS STORE,ACUTAS,4.19,65,68.0,4.3,fulfilled_by_amazon,"ACUTAS® Tempered Glass for 6.2 Inch Tablet Screen On Nintendo Switch Console (2-Pack),ACUTAS",Y,926790,-0.34922054847420225
B0784SYQ78,helix PU Leather Flip Cover for Oppo F5 (Golden),Rk Retails,Helix,4.62,45,249.0,5.0,fulfilled_by_amazon,"helix PU Leather Flip Cover for Oppo F5 (Golden),Helix,NEW-SER-618",Y,631020,-0.3220132029121209
B07YLR9656,Sandstone® Magnetic Flip Cover for Poco F1 Wallet Cases Slim Book Cover with Credit Card Slots Cash Pocket (Black),DG MING,Sandstone,9.59,68,99.8,4.0,fulfilled_by_merchant,"Sandstone® Magnetic Flip Cover for Poco F1 Wallet Cases Slim Book Cover with Credit Card Slots Cash Pocket (Black),Sandstone,GINAT631",N,279359,-0.007546906531784568
B07YQYQ9KD,WAVECHOICE Shockproof Kickstand Back Case Cover for Samsung Galaxy Note 4 (Hybrid Defender Black),WAVE CHOICE COVER,WAVECHOICE,3.35,72,40.8,4.8,fulfilled_by_merchant,"WAVECHOICE Shockproof Kickstand Back Case Cover for Samsung Galaxy Note 4 (Hybrid Defender Black),WAVECHOICE,Samsung Galaxy Note 4",Y,171493,-0.40236978166524506
B07BW6F8T8,Koveru Designer Printed Back Cover Case for Redmi Note 5,DesireDesire India,Koveru,5.99,50,18.1,3.9,fulfilled_by_amazon,"Koveru Designer Printed Back Cover Case for Redmi Note 5,Koveru",Y,1009199,-0.23532933449339635
B07NTZVTNT,STYLUSH-Samsung Galaxy M20 Case Back Cover Full Body Protective Soft Phone Mobile Cover with Screen Camera Protection Bumper Corner for Samsung M20 (2019) (Transparent) (Transparent),Tirupati Balaji Accessory Storz,STYLUSH,1.74,76,31.8,5.0,fulfilled_by_merchant,"STYLUSH-Samsung Galaxy M20 Case Back Cover Full Body Protective Soft Phone Mobile Cover with Screen Camera Protection Bumper Corner for Samsung M20 (2019) (Transparent) (Transparent),TIRUPATI BALAJI ACCESSORY STORZ,SAMSUNG GALAXY M20-2019",N,782961,-0.5042391452814103
B00D6EG7FO,Intex Roaming Wireless Over-Ear Headphones (Black),Jiofunky,Intex,7.19,40,375.0,2.9,fulfilled_by_merchant,"Intex Roaming Wireless Over-Ear Headphones (Black),Intex,IT-HP904FM,Intex headphone,Wired radio_frequency headphones,Wired head phone,Wired headphones,head phone,head phones Intex,head phones radio_frequency,headphones,headphones Wired,headphones for mobiles,headset",N,4595,-0.1594018585061924
B000K00O1A,Razor Electric Scooter Battery Charger (For the e100/e125/e150),HelloYehlo,Razor,33.25,31,99.8,4.4,fulfilled_by_merchant,"Razor Electric Scooter Battery Charger (For the e100/e125/e150),Razor,13100E-O1",N,670664,1.4894898283492533
